468607064	google	420	render	10/06/2014 02:07:44
468607064	google	427	render	10/06/2014 02:07:44
468607064	google	98	render	10/06/2014 02:07:44
468607064	google	345	render	10/06/2014 02:07:44
468607064	google	533	render	10/06/2014 02:07:44
468607064	google	19	render	10/06/2014 02:07:44
468607064	google	251	render	10/06/2014 02:07:44
468607064	google	656	render	10/06/2014 02:07:44
468607064	google	172	render	10/06/2014 02:07:44
468607064	google	249	render	10/06/2014 02:07:44
468607064	google	420	click	10/06/2014 02:07:45
468607064	google	98	click	10/06/2014 02:07:46
468607064	google	19	click	10/06/2014 02:07:49
468607064	google	249	click	10/06/2014 02:07:51
468556726	bing	52	render	10/06/2014 02:08:08
468556726	bing	344	render	10/06/2014 02:08:08
468556726	bing	354	render	10/06/2014 02:08:08
468556726	bing	98	render	10/06/2014 02:08:08
468556726	bing	277	render	10/06/2014 02:08:08
468556726	bing	381	render	10/06/2014 02:08:08
468556726	bing	343	render	10/06/2014 02:08:08
468556726	bing	656	render	10/06/2014 02:08:08
468556726	bing	245	render	10/06/2014 02:08:08
468556726	bing	637	render	10/06/2014 02:08:08
468556726	bing	343	click	10/06/2014 02:08:09
468556726	bing	277	click	10/06/2014 02:08:11
468556726	bing	98	click	10/06/2014 02:08:13
468534784	data mining	152	render	10/06/2014 02:08:32
468534784	data mining	476	render	10/06/2014 02:08:32
468534784	data mining	424	render	10/06/2014 02:08:32
468534784	data mining	138	render	10/06/2014 02:08:32
468534784	data mining	63	render	10/06/2014 02:08:32
468534784	data mining	631	render	10/06/2014 02:08:32
468534784	data mining	357	render	10/06/2014 02:08:32
468534784	data mining	219	render	10/06/2014 02:08:32
468534784	data mining	314	render	10/06/2014 02:08:32
468534784	data mining	196	render	10/06/2014 02:08:32
468534784	data mining	631	click	10/06/2014 02:08:33
468534784	data mining	476	click	10/06/2014 02:08:34
468534784	data mining	196	click	10/06/2014 02:08:35
468607064	google	420	render	10/06/2014 15:10:22
468607064	google	427	render	10/06/2014 15:10:22
468607064	google	98	render	10/06/2014 15:10:22
468607064	google	345	render	10/06/2014 15:10:22
468607064	google	533	render	10/06/2014 15:10:22
468607064	google	19	render	10/06/2014 15:10:22
468607064	google	251	render	10/06/2014 15:10:22
468607064	google	656	render	10/06/2014 15:10:22
468607064	google	172	render	10/06/2014 15:10:22
468607064	google	249	render	10/06/2014 15:10:22
