bing	142	data cleaning	-11.853791732127315
bing	144	data collection	-11.853791732127315
bing	143	data clustering	-11.853791732127315
bing	138	data mining extensions	-11.853791732127315
bing	139	data pre-processing	-11.853791732127315
bing	137	data	-11.853791732127315
bing	136	dashboard (business)	-11.853791732127315
bing	135	dna	-11.853791732127315
bing	155	data modeling	-11.853791732127315
bing	156	data set	-11.853791732127315
bing	157	data snooping	-11.853791732127315
bing	159	data transformation	-11.853791732127315
bing	158	data structure	-11.853791732127315
bing	163	database management system	-11.853791732127315
bing	164	database system	-11.853791732127315
bing	162	database	-11.853791732127315
bing	161	data warehouse	-11.853791732127315
bing	160	data visualization	-11.853791732127315
bing	150	data management	-11.853791732127315
bing	151	data mart	-11.853791732127315
bing	154	data mining in meteorology	-11.853791732127315
bing	153	data mining in agriculture	-11.853791732127315
bing	148	data integration	-11.853791732127315
bing	149	data loading	-11.853791732127315
bing	147	data extraction	-11.853791732127315
bing	146	data dredging	-11.853791732127315
bing	145	data dictionary	-11.853791732127315
bing	104	computational linguistics	-11.853791732127315
bing	105	computational neuroscience	-11.853791732127315
bing	106	computational physics	-11.853791732127315
bing	108	computer accessibility	-11.853791732127315
bing	107	computational science	-11.853791732127315
bing	112	computer graphics	-11.853791732127315
bing	113	computer music	-11.853791732127315
bing	111	computer data storage	-11.853791732127315
bing	110	computer architecture	-11.853791732127315
bing	109	computer animation	-11.853791732127315
bing	119	concurrency control	-11.853791732127315
bing	120	condition monitoring	-11.853791732127315
bing	121	conference on information and knowledge management	-11.853791732127315
bing	123	contextual advertising	-11.853791732127315
bing	122	conference on knowledge discovery and data mining	-11.853791732127315
bing	118	concurrency (computer science)	-11.853791732127315
bing	116	computer science	-11.853791732127315
bing	115	computer programming	-11.853791732127315
bing	114	computer networking	-11.853791732127315
bing	94	combinatorial game	-11.853791732127315
bing	95	combinatorics	-11.853791732127315
bing	96	communications of the acm	-11.853791732127315
bing	97	comparison of olap servers	-11.853791732127315
bing	102	computational complexity theory	-11.853791732127315
bing	103	computational geometry	-11.853791732127315
bing	101	computational chemistry	-11.853791732127315
bing	100	computability theory	-11.853791732127315
bing	99	compiler	-11.853791732127315
bing	89	co-occurrence	-11.853791732127315
bing	90	cognitive science	-11.853791732127315
bing	91	collaborative information seeking	-11.853791732127315
bing	93	column-oriented dbms	-11.853791732127315
bing	92	collaborative search engine	-11.853791732127315
bing	86	classification of the sciences (peirce)	-11.853791732127315
bing	87	cloud storage	-11.853791732127315
bing	88	cluster analysis	-11.853791732127315
bing	85	clarabridge	-11.853791732127315
bing	84	churn rate	-11.853791732127315
bing	83	chess endgame	-11.853791732127315
bing	248	google bombing	-11.853791732127315
bing	249	google drive	-11.853791732127315
bing	253	graph theory	-11.853791732127315
bing	252	gopher (protocol)	-11.853791732127315
bing	251	google effect	-11.853791732127315
bing	257	html	-11.853791732127315
bing	258	hans peter luhn	-11.853791732127315
bing	256	holap	-11.853791732127315
bing	255	guruji.com	-11.853791732127315
bing	254	grid computing	-11.853791732127315
bing	264	human%e2%80%93computer information retrieval	-11.853791732127315
bing	265	human%e2%80%93computer interaction	-11.853791732127315
bing	266	human rights	-11.853791732127315
bing	268	ibm	-11.853791732127315
bing	267	hypertext	-11.853791732127315
bing	262	hitwise	-11.853791732127315
bing	263	hotbot	-11.853791732127315
bing	261	herman hollerith	-11.853791732127315
bing	260	health insurance portability and accountability act	-11.853791732127315
bing	259	harmonic mean	-11.853791732127315
bing	279	informationweek	-11.853791732127315
bing	280	information retrieval facility	-11.853791732127315
bing	281	information access	-11.853791732127315
bing	283	information extraction	-11.853791732127315
bing	282	information architecture	-11.853791732127315
bing	287	information overload	-11.853791732127315
bing	288	information retrieval	-11.853791732127315
bing	286	information need	-11.853791732127315
bing	285	information management	-11.853791732127315
bing	284	information integration	-11.853791732127315
bing	274	independency	-11.853791732127315
bing	275	index (database)	-11.853791732127315
bing	278	informatics (academic field)	-11.853791732127315
bing	272	image retrieval	-11.853791732127315
bing	273	imperial college london	-11.853791732127315
bing	271	image processing	-11.853791732127315
bing	270	ill-posed	-11.853791732127315
bing	269	ieee	-11.853791732127315
bing	310	jasis	-11.853791732127315
bing	311	jhepwork	-11.853791732127315
bing	312	jacquard loom	-11.853791732127315
bing	314	java data mining	-11.853791732127315
bing	313	java (programming language)	-11.853791732127315
bing	318	jughead (computer)	-11.853791732127315
bing	319	jughead jones	-11.853791732127315
bing	317	joseph marie jacquard	-11.853791732127315
bing	316	john seward	-11.853791732127315
bing	315	john nunn	-11.853791732127315
bing	325	keypunch	-11.853791732127315
bing	327	kluwer academic publishers	-11.853791732127315
bing	329	knowledge organization	-11.853791732127315
bing	328	knowledge discovery	-11.853791732127315
bing	323	kxen inc.	-11.853791732127315
bing	324	karen spaìˆrck jones	-11.853791732127315
bing	322	knime	-11.853791732127315
bing	321	kdd conference	-11.853791732127315
bing	320	jumpstation	-11.853791732127315
bing	300	intellectual freedom	-11.853791732127315
bing	301	intellectual property	-11.853791732127315
bing	302	interactive visualization	-11.853791732127315
bing	304	international standard book number	-11.853791732127315
bing	303	international conference on very large data bases	-11.853791732127315
bing	308	iterative algorithm	-11.853791732127315
bing	309	j. c. r. licklider	-11.853791732127315
bing	307	inverted index	-11.853791732127315
bing	306	interpreter (computing)	-11.853791732127315
bing	305	internet search engines and libraries	-11.853791732127315
bing	295	infoseek	-11.853791732127315
bing	296	initial public offering	-11.853791732127315
bing	297	inktomi (company)	-11.853791732127315
bing	299	insulator (electrical)	-11.853791732127315
bing	298	institutional memory	-11.853791732127315
bing	292	information society	-11.853791732127315
bing	293	information technology	-11.853791732127315
bing	294	information theory	-11.853791732127315
bing	291	information seeking	-11.853791732127315
bing	290	information science	-11.853791732127315
bing	289	information retrieval applications	-11.853791732127315
bing	207	evolutionary computation	-11.853791732127315
bing	208	exalead	-11.853791732127315
bing	209	excite	-11.853791732127315
bing	212	expertise finding	-11.853791732127315
bing	211	expert system	-11.853791732127315
bing	210	experian hitwise	-11.853791732127315
bing	216	f-score	-11.853791732127315
bing	217	f. wilfrid lancaster	-11.853791732127315
bing	215	extract, transform, load	-11.853791732127315
bing	214	extended boolean model	-11.853791732127315
bing	213	exploratory data analysis	-11.853791732127315
bing	223	federated search	-11.853791732127315
bing	224	file transfer protocol	-11.853791732127315
bing	225	filter bubble	-11.853791732127315
bing	227	focused crawler	-11.853791732127315
bing	226	first amendment to the united states constitution	-11.853791732127315
bing	221	fact table	-11.853791732127315
bing	222	factor analysis	-11.853791732127315
bing	220	fact (data warehouse)	-11.853791732127315
bing	219	facebook	-11.853791732127315
bing	218	fico	-11.853791732127315
bing	238	genetics	-11.853791732127315
bing	239	genieknows	-11.853791732127315
bing	240	genres	-11.853791732127315
bing	242	gerard salton	-11.853791732127315
bing	246	goodsearch	-11.853791732127315
bing	243	gerard salton award	-11.853791732127315
bing	233	gnu project	-11.853791732127315
bing	234	gartner	-11.853791732127315
bing	235	general architecture for text engineering	-11.853791732127315
bing	237	genetic algorithms	-11.853791732127315
bing	236	generalized vector space model	-11.853791732127315
bing	231	functional programming	-11.853791732127315
bing	232	fuzzy retrieval	-11.853791732127315
bing	230	forrester research	-11.853791732127315
bing	229	formal methods	-11.853791732127315
bing	228	forestle	-11.853791732127315
bing	186	document retrieval	-11.853791732127315
bing	188	don swanson	-11.853791732127315
bing	191	dots-and-boxes	-11.853791732127315
bing	190	dot-com bubble	-11.853791732127315
bing	189	donald b. crouch	-11.853791732127315
bing	195	early-arriving fact	-11.853791732127315
bing	196	educational data mining	-11.853791732127315
bing	193	drug discovery	-11.853791732127315
bing	192	dracula	-11.853791732127315
bing	202	environment for developing kdd-applications supported by index-structures	-11.853791732127315
bing	203	eugene garfield	-11.853791732127315
bing	204	europe	-11.853791732127315
bing	206	european summer school in information retrieval	-11.853791732127315
bing	205	european conference on machine learning and principles and practice of knowledge discovery in databases	-11.853791732127315
bing	200	emanuel goldberg	-11.853791732127315
bing	201	enterprise search	-11.853791732127315
bing	199	eli pariser	-11.853791732127315
bing	198	electronic health records	-11.853791732127315
bing	197	electrical power	-11.853791732127315
bing	176	dimension reduction	-11.853791732127315
bing	177	dimension table	-11.853791732127315
bing	178	dimensional modeling	-11.853791732127315
bing	180	discovery (observation)	-11.853791732127315
bing	179	discounted cumulative gain	-11.853791732127315
bing	184	distributed web crawling	-11.853791732127315
bing	185	divergence-from-randomness model	-11.853791732127315
bing	183	distributed computing	-11.853791732127315
bing	182	dissolved gas analysis	-11.853791732127315
bing	181	discovery net	-11.853791732127315
bing	171	degenerate dimension	-11.853791732127315
bing	172	desktop search	-11.853791732127315
bing	173	digital object identifier	-11.853791732127315
bing	175	dimension (data warehouse)	-11.853791732127315
bing	174	digital obsolescence	-11.853791732127315
bing	168	decision tree learning	-11.853791732127315
bing	169	decision trees	-11.853791732127315
bing	170	deepwater horizon oil spill	-11.853791732127315
bing	167	decision support system	-11.853791732127315
bing	166	decision making	-11.853791732127315
bing	165	daum communications	-11.853791732127315
bing	495	routing	-11.853791732127315
bing	496	rule of inference	-11.853791732127315
bing	497	russian federation	-11.853791732127315
bing	500	sas institute	-11.853791732127315
bing	499	sas (software)	-11.853791732127315
bing	498	sapo (company)	-11.853791732127315
bing	504	smart information retrieval system	-11.853791732127315
bing	505	spss modeler	-11.853791732127315
bing	503	sigmod	-11.853791732127315
bing	502	sigkdd	-11.853791732127315
bing	501	semma	-11.853791732127315
bing	511	searchme	-11.853791732127315
bing	512	search engine watch	-11.853791732127315
bing	513	search aggregator	-11.853791732127315
bing	515	search engine (computing)	-11.853791732127315
bing	514	search directory	-11.853791732127315
bing	509	science, technology and society	-11.853791732127315
bing	510	scientific american magazine	-11.853791732127315
bing	508	scalability	-11.853791732127315
bing	507	statistica	-11.853791732127315
bing	506	sql	-11.853791732127315
bing	526	sensitivity and specificity	-11.853791732127315
bing	527	sequence mining	-11.853791732127315
bing	528	set theory	-11.853791732127315
bing	530	slowly changing dimension	-11.853791732127315
bing	529	sixth normal form	-11.853791732127315
bing	534	society for industrial and applied mathematics	-11.853791732127315
bing	535	software	-11.853791732127315
bing	533	social search	-11.853791732127315
bing	532	social information seeking	-11.853791732127315
bing	531	social science research network	-11.853791732127315
bing	521	search oriented architecture	-11.853791732127315
bing	522	selection-based search	-11.853791732127315
bing	523	self-organizing map	-11.853791732127315
bing	524	semantic web	-11.853791732127315
bing	516	search engine (disambiguation)	-11.853791732127315
bing	557	statistical model	-11.853791732127315
bing	558	statistical noise	-11.853791732127315
bing	559	statistics	-11.853791732127315
bing	561	structured data analysis (statistics)	-11.853791732127315
bing	560	stellar wind (code name)	-11.853791732127315
bing	565	supreme court of the united states	-11.853791732127315
bing	566	surrogate key	-11.853791732127315
bing	564	support vector machines	-11.853791732127315
bing	563	subspace clustering	-11.853791732127315
bing	562	subject indexing	-11.853791732127315
bing	572	telecommunication	-11.853791732127315
bing	573	temporal information retrieval	-11.853791732127315
bing	574	teoma	-11.853791732127315
bing	576	text retrieval conference	-11.853791732127315
bing	575	test set	-11.853791732127315
bing	570	tablebase	-11.853791732127315
bing	571	tabulating machine	-11.853791732127315
bing	569	systems architecture	-11.853791732127315
bing	568	symbolic computation	-11.853791732127315
bing	567	surveillance	-11.853791732127315
bing	547	spider trap	-11.853791732127315
bing	548	spreadsheets	-11.853791732127315
bing	549	springer verlag	-11.853791732127315
bing	551	standard boolean model	-11.853791732127315
bing	550	sproose	-11.853791732127315
bing	555	statistical classification	-11.853791732127315
bing	556	statistical inference	-11.853791732127315
bing	554	statsoft	-11.853791732127315
bing	553	statcounter	-11.853791732127315
bing	552	star schema	-11.853791732127315
bing	542	sorrell v. ims health, inc.	-11.853791732127315
bing	543	spatial index	-11.853791732127315
bing	544	spearman's rank correlation coefficient	-11.853791732127315
bing	546	spell checker	-11.853791732127315
bing	545	special interest group on information retrieval	-11.853791732127315
bing	539	software release life cycle	-11.853791732127315
bing	540	software testing	-11.853791732127315
bing	541	sogou.com	-11.853791732127315
bing	538	software engineering	-11.853791732127315
bing	537	software development process	-11.853791732127315
bing	536	software design	-11.853791732127315
bing	618	voice search	-11.853791732127315
bing	620	w3catalog	-11.853791732127315
bing	623	web archiving	-11.853791732127315
bing	621	wearable computer	-11.853791732127315
bing	627	web directories	-11.853791732127315
bing	628	web directory	-11.853791732127315
bing	624	web cache	-11.853791732127315
bing	634	web query classification	-11.853791732127315
bing	635	web robot	-11.853791732127315
bing	636	web scraping	-11.853791732127315
bing	632	web page	-11.853791732127315
bing	633	web portal	-11.853791732127315
bing	630	web indexing	-11.853791732127315
bing	629	web form	-11.853791732127315
bing	649	world wide web wanderer	-11.853791732127315
bing	650	xml	-11.853791732127315
bing	651	xml-retrieval	-11.853791732127315
bing	653	yahoo!	-11.853791732127315
bing	652	xml for analysis	-11.853791732127315
bing	657	yummly	-11.853791732127315
bing	658	z39.50	-11.853791732127315
bing	655	yandex	-11.853791732127315
bing	644	wikia search	-11.853791732127315
bing	645	wikiseek	-11.853791732127315
bing	646	wireless sensor network	-11.853791732127315
bing	648	world wide web	-11.853791732127315
bing	642	weka (machine learning)	-11.853791732127315
bing	643	wide area information server	-11.853791732127315
bing	641	website mirroring software	-11.853791732127315
bing	640	website parse template	-11.853791732127315
bing	639	webserver	-11.853791732127315
bing	598	uncertain inference	-11.853791732127315
bing	599	united states national research council	-11.853791732127315
bing	600	university of calabria	-11.853791732127315
bing	602	university of minnesota	-11.853791732127315
bing	601	university of geneva	-11.853791732127315
bing	606	user expectations	-11.853791732127315
bing	607	user interface	-11.853791732127315
bing	605	usability	-11.853791732127315
bing	604	uppsala monitoring centre	-11.853791732127315
bing	603	uplift modelling	-11.853791732127315
bing	613	video search engine	-11.853791732127315
bing	614	viewzi	-11.853791732127315
bing	615	virtual reality	-11.853791732127315
bing	617	vivisimo	-11.853791732127315
bing	616	visualization (computer graphics)	-11.853791732127315
bing	611	veronica lodge	-11.853791732127315
bing	612	vertical search	-11.853791732127315
bing	610	veronica (computer)	-11.853791732127315
bing	609	vector space model	-11.853791732127315
bing	608	vannevar bush	-11.853791732127315
bing	588	traffic analysis	-11.853791732127315
bing	589	training set	-11.853791732127315
bing	590	transaction processing	-11.853791732127315
bing	592	true knowledge	-11.853791732127315
bing	591	trevor hastie	-11.853791732127315
bing	596	us congress	-11.853791732127315
bing	597	ubiquitous computing	-11.853791732127315
bing	595	uima	-11.853791732127315
bing	594	ubm plc	-11.853791732127315
bing	593	type theory	-11.853791732127315
bing	583	theory of computation	-11.853791732127315
bing	584	tim berners-lee	-11.853791732127315
bing	585	tony kent strix award	-11.853791732127315
bing	587	total information awareness	-11.853791732127315
bing	586	topic-based vector space model	-11.853791732127315
bing	580	the american statistician	-11.853791732127315
bing	581	theodor nelson	-11.853791732127315
bing	582	theory of forms	-11.853791732127315
bing	579	tf-idf	-11.853791732127315
bing	578	text mining	-11.853791732127315
bing	577	text corpora	-11.853791732127315
bing	413	online algorithm	-11.853791732127315
bing	414	online analytical processing	-11.853791732127315
bing	415	online search	-11.853791732127315
bing	418	opensearch	-11.853791732127315
bing	417	ontology (information science)	-11.853791732127315
bing	416	ontologies	-11.853791732127315
bing	422	operational data store	-11.853791732127315
bing	423	oracle	-11.853791732127315
bing	421	operating system	-11.853791732127315
bing	420	open drive	-11.853791732127315
bing	419	open directory project	-11.853791732127315
bing	429	oscar nierstrasz	-11.853791732127315
bing	430	outline of information science	-11.853791732127315
bing	431	overfitting	-11.853791732127315
bing	433	pagerank	-11.853791732127315
bing	432	overture	-11.853791732127315
bing	428	orthogonality	-11.853791732127315
bing	426	orange (software)	-11.853791732127315
bing	425	oracle machine	-11.853791732127315
bing	424	oracle data mining	-11.853791732127315
bing	444	police-enforced anpr in the uk	-11.853791732127315
bing	445	positive predictive value	-11.853791732127315
bing	446	power transformer	-11.853791732127315
bing	448	precision and recall	-11.853791732127315
bing	452	preservation (library and archival science)	-11.853791732127315
bing	453	principle of least astonishment	-11.853791732127315
bing	451	prentice hall	-11.853791732127315
bing	450	predictive analytics	-11.853791732127315
bing	449	predictive model markup language	-11.853791732127315
bing	439	perl	-11.853791732127315
bing	440	personal information management	-11.853791732127315
bing	441	pharmacy	-11.853791732127315
bing	443	picollator	-11.853791732127315
bing	442	philosophy of information	-11.853791732127315
bing	437	pattern	-11.853791732127315
bing	438	people's republic of china	-11.853791732127315
bing	436	parsing	-11.853791732127315
bing	435	parallel computing	-11.853791732127315
bing	434	paid inclusion	-11.853791732127315
bing	475	rank order	-11.853791732127315
bing	476	rapidminer	-11.853791732127315
bing	477	reactive business intelligence	-11.853791732127315
bing	479	receiver operating characteristic	-11.853791732127315
bing	478	real-time computing	-11.853791732127315
bing	483	relevance (information retrieval)	-11.853791732127315
bing	484	relevance feedback	-11.853791732127315
bing	482	relevance	-11.853791732127315
bing	481	relational database	-11.853791732127315
bing	480	regression analysis	-11.853791732127315
bing	490	robert tibshirani	-11.853791732127315
bing	491	robotics	-11.853791732127315
bing	494	rocchio classification	-11.853791732127315
bing	488	robert m. hayes	-11.853791732127315
bing	489	robert r. korfhage	-11.853791732127315
bing	487	rexer's annual data miner survey	-11.853791732127315
bing	486	requirements analysis	-11.853791732127315
bing	485	representational state transfer	-11.853791732127315
bing	465	python (programming language)	-11.853791732127315
bing	467	quantitative structure%e2%80%93activity relationship	-11.853791732127315
bing	469	query string	-11.853791732127315
bing	468	quantum computer	-11.853791732127315
bing	473	r (programming language)	-11.853791732127315
bing	474	ralph kimball	-11.853791732127315
bing	472	rolap	-11.853791732127315
bing	471	quora	-11.853791732127315
bing	470	question answering	-11.853791732127315
bing	460	programming paradigm	-11.853791732127315
bing	461	proximity search (text)	-11.853791732127315
bing	462	pubmed identifier	-11.853791732127315
bing	464	punched cards	-11.853791732127315
bing	463	public library	-11.853791732127315
bing	457	procedural programming	-11.853791732127315
bing	458	profiling practices	-11.853791732127315
bing	459	programming language	-11.853791732127315
bing	456	probabilistic relevance model (bm25)	-11.853791732127315
bing	455	probabilistic relevance model	-11.853791732127315
bing	454	privacy	-11.853791732127315
bing	372	microarchitecture	-11.853791732127315
bing	374	microsoft analysis services	-11.853791732127315
bing	377	missing data	-11.853791732127315
bing	376	mining software repositories	-11.853791732127315
bing	375	mind maps	-11.853791732127315
bing	382	mugurdy	-11.853791732127315
bing	380	morgan kaufmann	-11.853791732127315
bing	379	montreal	-11.853791732127315
bing	378	modeling and simulation	-11.853791732127315
bing	388	multisearch	-11.853791732127315
bing	389	multivariate statistics	-11.853791732127315
bing	390	music information retrieval	-11.853791732127315
bing	392	named-entity recognition	-11.853791732127315
bing	391	nltk	-11.853791732127315
bing	386	multimedia information retrieval	-11.853791732127315
bing	387	multiprocessing	-11.853791732127315
bing	385	multilinear subspace learning	-11.853791732127315
bing	384	multifactor dimensionality reduction	-11.853791732127315
bing	383	multidimensional expressions	-11.853791732127315
bing	403	network topology	-11.853791732127315
bing	404	neural networks	-11.853791732127315
bing	405	nicholas j. belkin	-11.853791732127315
bing	407	northern light group	-11.853791732127315
bing	406	nicholas jardine	-11.853791732127315
bing	411	olap cube	-11.853791732127315
bing	412	object-oriented programming	-11.853791732127315
bing	410	oclc	-11.853791732127315
bing	409	numerical analysis	-11.853791732127315
bing	408	number theory	-11.853791732127315
bing	398	natural language processing	-11.853791732127315
bing	399	natural language search engine	-11.853791732127315
bing	400	nature (journal)	-11.853791732127315
bing	402	netscape	-11.853791732127315
bing	396	national security agency	-11.853791732127315
bing	397	natural language toolkit	-11.853791732127315
bing	395	national institute of standards and technology	-11.853791732127315
bing	394	national center for supercomputing applications	-11.853791732127315
bing	393	national bureau of standards	-11.853791732127315
bing	351	mit	-11.853791732127315
bing	352	ml-flex	-11.853791732127315
bing	353	molap	-11.853791732127315
bing	356	magellan (search engine)	-11.853791732127315
bing	360	mass surveillance	-11.853791732127315
bing	361	massachusetts institute of technology	-11.853791732127315
bing	359	market basket analysis	-11.853791732127315
bing	358	mark mccahill	-11.853791732127315
bing	357	main page	-11.853791732127315
bing	367	medicine	-11.853791732127315
bing	368	memory	-11.853791732127315
bing	371	metasearch engine	-11.853791732127315
bing	370	metadata	-11.853791732127315
bing	365	mean reciprocal rank	-11.853791732127315
bing	366	measure (data warehouse)	-11.853791732127315
bing	364	mcgill university	-11.853791732127315
bing	363	mathematics	-11.853791732127315
bing	362	mathematical logic	-11.853791732127315
bing	341	list of information retrieval libraries	-11.853791732127315
bing	342	list of reporting software	-11.853791732127315
bing	345	local search (internet)	-11.853791732127315
bing	349	matrix	-11.853791732127315
bing	350	medlars	-11.853791732127315
bing	348	lycos	-11.853791732127315
bing	347	looksmart	-11.853791732127315
bing	346	logic programming	-11.853791732127315
bing	338	library and information science	-11.853791732127315
bing	340	list of computer science conferences	-11.853791732127315
bing	339	linkrot	-11.853791732127315
bing	333	latent dirichlet allocation	-11.853791732127315
bing	334	latent semantic analysis	-11.853791732127315
bing	335	latent semantic indexing	-11.853791732127315
bing	332	language model	-11.853791732127315
bing	331	lionsolver	-11.853791732127315
bing	330	knowledge visualization	-11.853791732127315
data mining	138	data mining extensions	-10.276728269997705
data mining	314	java data mining	-10.830951594771424
data mining	424	oracle data mining	-10.978061303181857
data mining	196	educational data mining	-11.163555638301705
data mining	152	data mining	-11.440889926743925
data mining	476	rapidminer	-11.519501981912427
data mining	501	semma	-11.54398892596976
data mining	139	data pre-processing	-11.70277773996148
data mining	70	crisp-dm	-11.980941095513156
data mining	128	cross industry standard process for data mining	-11.980941095513156
data mining	487	rexer's annual data miner survey	-12.27390973595022
data mining	631	web mining	-12.364774171318995
data mining	64	business intelligence tools	-12.918086173931437
data mining	153	data mining in agriculture	-12.922838194677738
data mining	366	measure (data warehouse)	-13.025949235834279
data mining	147	data extraction	-13.187914046977479
data mining	342	list of reporting software	-13.203942813955717
data mining	422	operational data store	-13.278936898898936
data mining	527	sequence mining	-13.366535067121934
data mining	195	early-arriving fact	-13.45545616979851
data mining	505	spss modeler	-13.463620186100691
data mining	154	data mining in meteorology	-13.551706335142677
data mining	160	data visualization	-13.576873472233544
data mining	376	mining software repositories	-13.712539152535445
data mining	37	association rule	-13.74726197440471
data mining	38	association rule learning	-13.74726197440471
data mining	39	association rule mining	-13.74726197440471
data mining	40	association rules	-13.74726197440471
